run number,detection_sick_people,security_measures,proportion_worker,proportion_retired,proportion_student,people,duration,lockdown_type,step,n_of_death,days,infected - deaths,Neg_student + Neg_retired + Neg_worker,total_infected
604,false,false,53,29,18,500,14,lockdown_retired,701,33,35,467,2280,500
592,true,true,53,29,18,500,14,all,1541,2,77,24,30366.5,26
605,false,false,53,29,18,500,14,lockdown_retired,741,41,37,459,2062,500
606,false,false,53,29,18,500,14,lockdown_retired,701,32,35,468,2113,500
607,false,false,53,29,18,500,14,lockdown_retired,681,43,34,457,2080,500
609,false,false,53,29,18,500,14,lockdown_retired,681,34,34,466,2107,500
608,false,false,53,29,18,500,14,lockdown_retired,801,26,40,474,2610.5,500
610,false,false,53,29,18,500,14,lockdown_retired,741,40,37,459,2198,499
611,false,false,53,29,18,500,14,lockdown_retired,761,31,38,469,2290.5,500
612,false,false,53,29,18,500,14,lockdown_retired,741,39,37,461,2264,500
613,false,false,53,29,18,500,14,lockdown_retired,741,45,37,454,2343,499
617,false,false,53,29,18,500,14,lockdown_retired,641,35,32,465,1992,500
614,false,false,53,29,18,500,14,lockdown_retired,641,43,32,457,1984.5,500
615,false,false,53,29,18,500,14,lockdown_retired,761,39,38,461,2306.5,500
616,false,false,53,29,18,500,14,lockdown_retired,741,36,37,464,2161,500
619,false,false,53,29,18,500,14,lockdown_retired,701,53,35,447,2033,500
618,false,false,53,29,18,500,14,lockdown_retired,721,38,36,462,2199.5,500
621,false,false,53,29,18,500,14,lockdown_retired,681,44,34,455,2127,499
620,false,false,53,29,18,500,14,lockdown_retired,701,41,35,459,2075.5,500
622,false,false,53,29,18,500,14,lockdown_retired,741,50,37,449,2109,499
623,false,false,53,29,18,500,14,lockdown_retired,801,39,40,461,2462.5,500
624,false,false,53,29,18,500,14,lockdown_retired,721,42,36,458,2249.5,500
626,false,false,53,29,18,500,14,lockdown_retired,701,31,35,469,2312,500
625,false,false,53,29,18,500,14,lockdown_retired,641,49,32,451,2009,500
628,false,false,53,29,18,500,14,lockdown_retired,741,39,37,461,2298,500
627,false,false,53,29,18,500,14,lockdown_retired,741,40,37,459,2321,499
629,false,false,53,29,18,500,14,lockdown_retired,701,39,35,461,2242.5,500
630,false,false,53,29,18,500,14,lockdown_retired,681,42,34,458,2035.5,500
631,false,false,53,29,18,500,14,lockdown_retired,681,34,34,465,2153.5,499
632,false,false,53,29,18,500,14,lockdown_retired,781,36,39,464,2365.5,500
634,false,false,53,29,18,500,14,lockdown_retired,781,42,39,458,2446,500
633,false,false,53,29,18,500,14,lockdown_retired,661,35,33,465,2221.5,500
635,false,false,53,29,18,500,14,lockdown_retired,661,37,33,463,2048.5,500
636,false,false,53,29,18,500,14,lockdown_retired,721,41,36,459,2072,500
637,false,false,53,29,18,500,14,lockdown_retired,681,40,34,460,2196,500
639,false,false,53,29,18,500,14,lockdown_retired,661,39,33,461,2132.5,500
640,false,false,53,29,18,500,14,lockdown_retired,681,34,34,466,2154.5,500
638,false,false,53,29,18,500,14,lockdown_retired,741,32,37,468,2174,500
641,false,false,53,29,18,500,14,lockdown_retired,721,45,36,455,2336.5,500
643,false,false,53,29,18,500,14,lockdown_retired,681,41,34,459,2180,500
642,false,false,53,29,18,500,14,lockdown_retired,761,31,38,469,2475.5,500
644,false,false,53,29,18,500,14,lockdown_retired,661,42,33,458,2117.5,500
645,false,false,53,29,18,500,14,lockdown_retired,801,44,40,455,2473.5,499
646,false,false,53,29,18,500,14,lockdown_retired,661,33,33,467,2039,500
647,false,false,53,29,18,500,14,lockdown_retired,781,45,39,455,2323.5,500
648,false,false,53,29,18,500,14,lockdown_retired,761,47,38,453,2212,500
649,false,false,53,29,18,500,14,lockdown_retired,721,36,36,464,2274,500
651,false,false,53,29,18,500,14,lockdown_student,641,59,32,441,2025,500
650,false,false,53,29,18,500,14,lockdown_retired,701,51,35,449,2155,500
653,false,false,53,29,18,500,14,lockdown_student,641,40,32,460,2025,500
652,false,false,53,29,18,500,14,lockdown_student,721,44,36,456,2362.5,500
654,false,false,53,29,18,500,14,lockdown_student,661,43,33,457,2160,500
655,false,false,53,29,18,500,14,lockdown_student,641,38,32,462,2092.5,500
656,false,false,53,29,18,500,14,lockdown_student,681,38,34,461,2154,499
657,false,false,53,29,18,500,14,lockdown_student,761,44,38,456,2295,500
659,false,false,53,29,18,500,14,lockdown_student,701,38,35,461,2295,499
658,false,false,53,29,18,500,14,lockdown_student,741,33,37,467,2160,500
660,false,false,53,29,18,500,14,lockdown_student,641,32,32,467,2092.5,499
661,false,false,53,29,18,500,14,lockdown_student,681,38,34,461,2160,499
663,false,false,53,29,18,500,14,lockdown_student,701,46,35,454,2227.5,500
662,false,false,53,29,18,500,14,lockdown_student,761,44,38,456,2227.5,500
664,false,false,53,29,18,500,14,lockdown_student,741,42,37,457,2219.25,499
665,false,false,53,29,18,500,14,lockdown_student,661,35,33,465,2092.5,500
668,false,false,53,29,18,500,14,lockdown_student,621,38,31,462,1890,500
667,false,false,53,29,18,500,14,lockdown_student,621,47,31,453,2092.5,500
666,false,false,53,29,18,500,14,lockdown_student,621,45,31,455,2012.25,500
669,false,false,53,29,18,500,14,lockdown_student,661,39,33,461,2160,500
670,false,false,53,29,18,500,14,lockdown_student,701,39,35,460,2295,499
672,false,false,53,29,18,500,14,lockdown_student,641,45,32,455,2025,500
673,false,false,53,29,18,500,14,lockdown_student,681,34,34,466,2160,500
671,false,false,53,29,18,500,14,lockdown_student,761,37,38,463,2430,500
674,false,false,53,29,18,500,14,lockdown_student,701,36,35,464,2160,500
675,false,false,53,29,18,500,14,lockdown_student,741,41,37,459,2430,500
676,false,false,53,29,18,500,14,lockdown_student,681,43,34,457,2151.75,500
678,false,false,53,29,18,500,14,lockdown_student,661,29,33,471,2160,500
681,false,false,53,29,18,500,14,lockdown_student,681,40,34,460,2227.5,500
680,false,false,53,29,18,500,14,lockdown_student,641,49,32,451,2025,500
677,false,false,53,29,18,500,14,lockdown_student,821,43,41,456,2565,499
679,false,false,53,29,18,500,14,lockdown_student,681,36,34,464,2227.5,500
683,false,false,53,29,18,500,14,lockdown_student,701,40,35,459,2362.5,499
682,false,false,53,29,18,500,14,lockdown_student,861,33,43,467,2565,500
684,false,false,53,29,18,500,14,lockdown_student,761,36,38,464,2430,500
686,false,false,53,29,18,500,14,lockdown_student,641,40,32,460,2025,500
685,false,false,53,29,18,500,14,lockdown_student,721,39,36,461,2025,500
687,false,false,53,29,18,500,14,lockdown_student,701,48,35,452,2227.5,500
688,false,false,53,29,18,500,14,lockdown_student,661,43,33,457,1957.5,500
690,false,false,53,29,18,500,14,lockdown_student,721,35,36,465,2160,500
689,false,false,53,29,18,500,14,lockdown_student,761,44,38,456,2160,500
692,false,false,53,29,18,500,14,lockdown_student,661,36,33,463,2160,499
693,false,false,53,29,18,500,14,lockdown_student,681,43,34,457,2212.5,500
691,false,false,53,29,18,500,14,lockdown_student,801,39,40,461,2355.75,500
694,false,false,53,29,18,500,14,lockdown_student,721,38,36,462,2092.5,500
696,false,false,53,29,18,500,14,lockdown_student,601,36,30,463,1957.5,499
695,false,false,53,29,18,500,14,lockdown_student,801,42,40,458,2430,500
697,false,false,53,29,18,500,14,lockdown_student,681,33,34,467,2227.5,500
698,false,false,53,29,18,500,14,lockdown_student,701,37,35,463,2227.5,500
699,false,false,53,29,18,500,14,lockdown_student,721,36,36,464,2295,500
701,false,false,53,29,18,500,14,none,621,40,31,460,0,500
702,false,false,53,29,18,500,14,none,641,35,32,465,0,500
700,false,false,53,29,18,500,14,lockdown_student,721,37,36,463,2295,500
703,false,false,53,29,18,500,14,none,601,51,30,449,0,500
704,false,false,53,29,18,500,14,none,721,41,36,459,0,500
706,false,false,53,29,18,500,14,none,701,40,35,460,0,500
707,false,false,53,29,18,500,14,none,661,49,33,451,0,500
705,false,false,53,29,18,500,14,none,701,35,35,465,0,500
709,false,false,53,29,18,500,14,none,641,32,32,468,0,500
708,false,false,53,29,18,500,14,none,681,39,34,461,0,500
711,false,false,53,29,18,500,14,none,721,34,36,465,0,499
710,false,false,53,29,18,500,14,none,781,40,39,460,0,500
712,false,false,53,29,18,500,14,none,681,44,34,456,0,500
713,false,false,53,29,18,500,14,none,741,42,37,458,0,500
714,false,false,53,29,18,500,14,none,781,37,39,463,0,500
715,false,false,53,29,18,500,14,none,781,42,39,458,0,500
717,false,false,53,29,18,500,14,none,661,39,33,460,0,499
718,false,false,53,29,18,500,14,none,721,40,36,460,0,500
716,false,false,53,29,18,500,14,none,641,45,32,455,0,500
719,false,false,53,29,18,500,14,none,721,45,36,455,0,500
720,false,false,53,29,18,500,14,none,701,35,35,465,0,500
721,false,false,53,29,18,500,14,none,761,41,38,459,0,500
722,false,false,53,29,18,500,14,none,681,38,34,462,0,500
723,false,false,53,29,18,500,14,none,681,34,34,466,0,500
724,false,false,53,29,18,500,14,none,781,43,39,457,0,500
725,false,false,53,29,18,500,14,none,701,43,35,457,0,500
726,false,false,53,29,18,500,14,none,661,44,33,456,0,500
729,false,false,53,29,18,500,14,none,661,38,33,462,0,500
728,false,false,53,29,18,500,14,none,781,37,39,463,0,500
730,false,false,53,29,18,500,14,none,721,36,36,464,0,500
727,false,false,53,29,18,500,14,none,861,39,43,461,0,500
732,false,false,53,29,18,500,14,none,661,43,33,457,0,500
733,false,false,53,29,18,500,14,none,681,37,34,463,0,500
731,false,false,53,29,18,500,14,none,781,29,39,471,0,500
734,false,false,53,29,18,500,14,none,641,43,32,457,0,500
736,false,false,53,29,18,500,14,none,681,40,34,460,0,500
735,false,false,53,29,18,500,14,none,741,46,37,454,0,500
737,false,false,53,29,18,500,14,none,721,38,36,462,0,500
738,false,false,53,29,18,500,14,none,721,49,36,451,0,500
739,false,false,53,29,18,500,14,none,661,38,33,462,0,500
740,false,false,53,29,18,500,14,none,641,44,32,456,0,500
743,false,false,53,29,18,500,14,none,621,45,31,455,0,500
741,false,false,53,29,18,500,14,none,701,41,35,458,0,499
744,false,false,53,29,18,500,14,none,681,45,34,455,0,500
742,false,false,53,29,18,500,14,none,681,37,34,463,0,500
746,false,false,53,29,18,500,14,none,781,44,39,456,0,500
745,false,false,53,29,18,500,14,none,841,34,42,466,0,500
747,false,false,53,29,18,500,14,none,661,44,33,456,0,500
749,false,false,53,29,18,500,14,none,641,32,32,468,0,500
748,false,false,53,29,18,500,14,none,701,42,35,458,0,500
750,false,false,53,29,18,500,14,none,681,48,34,452,0,500
751,false,false,53,29,18,500,14,lockdown_retired+student,861,41,43,458,5143.5,499
752,false,false,53,29,18,500,14,lockdown_retired+student,801,47,40,452,4715,499
755,false,false,53,29,18,500,14,lockdown_retired+student,741,37,37,461,4824.5,498
754,false,false,53,29,18,500,14,lockdown_retired+student,681,46,34,454,4545,500
753,false,false,53,29,18,500,14,lockdown_retired+student,921,39,46,461,5650.25,500
756,false,false,53,29,18,500,14,lockdown_retired+student,721,38,36,461,4803,499
757,false,false,53,29,18,500,14,lockdown_retired+student,761,36,38,462,4453.5,498
758,false,false,53,29,18,500,14,lockdown_retired+student,721,45,36,454,4539.5,499
759,false,false,53,29,18,500,14,lockdown_retired+student,761,40,38,460,4674,500
760,false,false,53,29,18,500,14,lockdown_retired+student,781,43,39,456,4981.5,499
763,false,false,53,29,18,500,14,lockdown_retired+student,721,47,36,453,4286,500
764,false,false,53,29,18,500,14,lockdown_retired+student,681,26,34,474,4369.5,500
761,false,false,53,29,18,500,14,lockdown_retired+student,861,29,43,470,5500,499
762,false,false,53,29,18,500,14,lockdown_retired+student,781,44,39,455,4779,499
767,false,false,53,29,18,500,14,lockdown_retired+student,661,41,33,459,4417.5,500
765,false,false,53,29,18,500,14,lockdown_retired+student,801,32,40,468,5199.5,500
766,false,false,53,29,18,500,14,lockdown_retired+student,841,34,42,466,5091.5,500
768,false,false,53,29,18,500,14,lockdown_retired+student,781,42,39,457,4915.5,499
769,false,false,53,29,18,500,14,lockdown_retired+student,741,41,37,457,4443.5,498
771,false,false,53,29,18,500,14,lockdown_retired+student,601,45,30,455,3882.5,500
770,false,false,53,29,18,500,14,lockdown_retired+student,701,41,35,459,4532.5,500
772,false,false,53,29,18,500,14,lockdown_retired+student,761,47,38,452,4888,499
773,false,false,53,29,18,500,14,lockdown_retired+student,761,45,38,455,4803.5,500
774,false,false,53,29,18,500,14,lockdown_retired+student,821,37,41,463,4789.75,500
775,false,false,53,29,18,500,14,lockdown_retired+student,741,43,37,455,4517.5,498
777,false,false,53,29,18,500,14,lockdown_retired+student,681,42,34,458,4145,500
776,false,false,53,29,18,500,14,lockdown_retired+student,821,36,41,463,5188.5,499
778,false,false,53,29,18,500,14,lockdown_retired+student,761,46,38,454,4386.5,500
780,false,false,53,29,18,500,14,lockdown_retired+student,781,39,39,459,4799,498
779,false,false,53,29,18,500,14,lockdown_retired+student,741,34,37,465,4838.5,499
781,false,false,53,29,18,500,14,lockdown_retired+student,821,29,41,470,4864,499
783,false,false,53,29,18,500,14,lockdown_retired+student,781,49,39,450,5030.5,499
782,false,false,53,29,18,500,14,lockdown_retired+student,781,32,39,468,4716.5,500
784,false,false,53,29,18,500,14,lockdown_retired+student,801,39,40,461,4825.5,500
785,false,false,53,29,18,500,14,lockdown_retired+student,781,44,39,455,4794,499
786,false,false,53,29,18,500,14,lockdown_retired+student,721,36,36,463,4321.5,499
788,false,false,53,29,18,500,14,lockdown_retired+student,741,32,37,467,4699,499
787,false,false,53,29,18,500,14,lockdown_retired+student,761,42,38,458,4697.5,500
789,false,false,53,29,18,500,14,lockdown_retired+student,661,38,33,461,4305,499
790,false,false,53,29,18,500,14,lockdown_retired+student,821,43,41,457,4976.5,500
791,false,false,53,29,18,500,14,lockdown_retired+student,661,43,33,457,4115,500
792,false,false,53,29,18,500,14,lockdown_retired+student,681,44,34,456,4406,500
793,false,false,53,29,18,500,14,lockdown_retired+student,741,37,37,462,4538.5,499
796,false,false,53,29,18,500,14,lockdown_retired+student,761,48,38,452,4623,500
795,false,false,53,29,18,500,14,lockdown_retired+student,861,49,43,451,4961,500
797,false,false,53,29,18,500,14,lockdown_retired+student,801,39,40,460,4816.5,499
794,false,false,53,29,18,500,14,lockdown_retired+student,901,44,45,456,5489.5,500
798,false,false,53,29,18,500,14,lockdown_retired+student,861,32,43,468,4857.5,500
799,false,false,53,29,18,500,14,lockdown_retired+student,761,42,38,458,4812.5,500
800,false,false,53,29,18,500,14,lockdown_retired+student,681,28,34,472,4472.5,500
801,false,false,53,29,18,500,14,essential_activities,861,40,43,451,11155,491
802,false,false,53,29,18,500,14,essential_activities,901,38,45,461,11192,499
803,false,false,53,29,18,500,14,essential_activities,921,39,46,457,11366.5,496
804,false,false,53,29,18,500,14,essential_activities,941,42,47,452,11599,494
806,false,false,53,29,18,500,14,essential_activities,901,42,45,457,11592,499
805,false,false,53,29,18,500,14,essential_activities,881,28,44,469,11257.5,497
808,false,false,53,29,18,500,14,essential_activities,921,37,46,459,11161.5,496
807,false,false,53,29,18,500,14,essential_activities,801,32,40,465,10140,497
809,false,false,53,29,18,500,14,essential_activities,881,38,44,462,10902.75,500
810,false,false,53,29,18,500,14,essential_activities,901,28,45,466,11199,494
811,false,false,53,29,18,500,14,essential_activities,1041,36,52,460,12219.5,496
812,false,false,53,29,18,500,14,essential_activities,981,31,49,459,12323,490
813,false,false,53,29,18,500,14,essential_activities,941,43,47,450,11632.5,493
815,false,false,53,29,18,500,14,essential_activities,941,37,47,462,11371.5,499
817,false,false,53,29,18,500,14,essential_activities,921,35,46,460,11429,495
814,false,false,53,29,18,500,14,essential_activities,1121,42,56,456,12887.5,498
818,false,false,53,29,18,500,14,essential_activities,861,43,43,449,10639,492
816,false,false,53,29,18,500,14,essential_activities,941,35,47,463,11448.5,498
819,false,false,53,29,18,500,14,essential_activities,981,35,49,460,12985.5,495
822,false,false,53,29,18,500,14,essential_activities,841,35,42,458,10674,493
820,false,false,53,29,18,500,14,essential_activities,961,45,48,453,11615,498
823,false,false,53,29,18,500,14,essential_activities,761,49,38,446,9792.5,495
824,false,false,53,29,18,500,14,essential_activities,841,46,42,451,10526,497
821,false,false,53,29,18,500,14,essential_activities,1261,44,63,451,15933.5,495
825,false,false,53,29,18,500,14,essential_activities,901,40,45,460,11140.5,500
827,false,false,53,29,18,500,14,essential_activities,841,35,42,462,10909,497
826,false,false,53,29,18,500,14,essential_activities,801,34,40,462,10420,496
832,false,false,53,29,18,500,14,essential_activities,761,34,38,463,9916,497
831,false,false,53,29,18,500,14,essential_activities,861,40,43,456,11114.5,496
830,false,false,53,29,18,500,14,essential_activities,841,40,42,451,10593,491
828,false,false,53,29,18,500,14,essential_activities,881,40,44,457,11117.5,497
829,false,false,53,29,18,500,14,essential_activities,921,38,46,458,10178.5,496
834,false,false,53,29,18,500,14,essential_activities,881,39,44,459,11410,498
833,false,false,53,29,18,500,14,essential_activities,901,38,45,457,11158.5,495
835,false,false,53,29,18,500,14,essential_activities,921,43,46,456,10559.5,499
836,false,false,53,29,18,500,14,essential_activities,1041,43,52,451,13381.5,494
837,false,false,53,29,18,500,14,essential_activities,921,45,46,450,11635.5,495
840,false,false,53,29,18,500,14,essential_activities,821,30,41,464,10645.5,494
838,false,false,53,29,18,500,14,essential_activities,901,36,45,457,11163.5,493
841,false,false,53,29,18,500,14,essential_activities,861,35,43,462,10936,497
842,false,false,53,29,18,500,14,essential_activities,861,43,43,451,11102,494
839,false,false,53,29,18,500,14,essential_activities,941,44,47,448,11349.5,492
844,false,false,53,29,18,500,14,essential_activities,801,37,40,458,10133.5,495
843,false,false,53,29,18,500,14,essential_activities,921,36,46,460,11963,496
845,false,false,53,29,18,500,14,essential_activities,941,41,47,457,11628.5,498
846,false,false,53,29,18,500,14,essential_activities,801,41,40,453,10406.5,494
847,false,false,53,29,18,500,14,essential_activities,901,27,45,468,11723,495
848,false,false,53,29,18,500,14,essential_activities,781,40,39,455,10331.5,495
850,false,false,53,29,18,500,14,essential_activities,921,46,46,452,11399,498
849,false,false,53,29,18,500,14,essential_activities,941,41,47,457,11952.5,498
851,false,false,53,29,18,500,14,all,1181,1,59,22,23467.5,23
854,false,false,53,29,18,500,14,all,1401,2,70,50,26711,52
856,false,false,53,29,18,500,14,all,1441,7,72,45,26603,52
863,false,false,53,29,18,500,14,all,1041,4,52,39,18983,43
852,false,false,53,29,18,500,14,all,2321,13,116,126,44984,139
860,false,false,53,29,18,500,14,all,1341,3,67,67,26284,70
857,false,false,53,29,18,500,14,all,2461,14,123,101,47345.5,115
861,false,false,53,29,18,500,14,all,1981,6,99,80,37418.5,86
865,false,false,53,29,18,500,14,all,1261,6,63,43,24580,49
859,false,false,53,29,18,500,14,all,2161,9,108,99,41837,108
862,false,false,53,29,18,500,14,all,2001,7,100,117,38721.5,124
853,false,false,53,29,18,500,14,all,3361,21,168,290,66085,311
858,false,false,53,29,18,500,14,all,3281,12,164,96,64996.5,108
869,false,false,53,29,18,500,14,all,1441,9,72,85,28173,94
867,false,false,53,29,18,500,14,all,2481,10,124,82,48275,92
864,false,false,53,29,18,500,14,all,3101,14,155,136,61433.5,150
868,false,false,53,29,18,500,14,all,2461,6,123,93,49198,99
871,false,false,53,29,18,500,14,all,1861,7,93,131,36648.5,138
873,false,false,53,29,18,500,14,all,1761,12,88,129,33745,141
874,false,false,53,29,18,500,14,all,1601,15,80,104,30500.5,119
866,false,false,53,29,18,500,14,all,3361,10,168,148,67143.5,158
855,false,false,53,29,18,500,14,all,5481,17,274,242,107930.5,259
875,false,false,53,29,18,500,14,all,1941,7,97,115,37485,122
870,false,false,53,29,18,500,14,all,3361,9,168,119,66867,128
876,false,false,53,29,18,500,14,all,2541,8,127,112,49877.5,120
880,false,false,53,29,18,500,14,all,1501,5,75,73,29490,78
872,false,false,53,29,18,500,14,all,3421,13,171,143,67585,156
878,false,false,53,29,18,500,14,all,1981,13,99,137,38171,150
879,false,false,53,29,18,500,14,all,2081,13,104,126,40914.5,139
883,false,false,53,29,18,500,14,all,1541,7,77,106,30655.5,113
885,false,false,53,29,18,500,14,all,1401,7,70,84,26609,91
886,false,false,53,29,18,500,14,all,1581,3,79,69,30722,72
877,false,false,53,29,18,500,14,all,2921,6,146,106,58400,112
882,false,false,53,29,18,500,14,all,2221,17,111,144,43558.5,161
890,false,false,53,29,18,500,14,all,861,6,43,36,16150,42
881,false,false,53,29,18,500,14,all,2661,14,133,108,53278,122
884,false,false,53,29,18,500,14,all,2501,8,125,115,48744.5,123
893,false,false,53,29,18,500,14,all,881,7,44,41,15773,48
892,false,false,53,29,18,500,14,all,1481,4,74,52,28284.5,56
889,false,false,53,29,18,500,14,all,1741,9,87,80,33800.5,89
896,false,false,53,29,18,500,14,all,1061,2,53,40,19828,42
894,false,false,53,29,18,500,14,all,1461,5,73,79,28668,84
887,false,false,53,29,18,500,14,all,2841,19,142,199,55390,218
891,false,false,53,29,18,500,14,all,2021,8,101,113,40223.5,121
895,false,false,53,29,18,500,14,all,2261,20,113,139,44335.5,159
900,false,false,53,29,18,500,14,all,1901,9,95,53,36979,62
899,false,false,53,29,18,500,14,all,2081,6,104,97,40316,103
898,false,false,53,29,18,500,14,all,2301,19,115,210,42092.5,229
888,false,false,53,29,18,500,14,all,3961,9,198,124,77859,133
901,false,true,53,29,18,500,14,lockdown_retired,1461,43,73,443,4360,486
902,false,true,53,29,18,500,14,lockdown_retired,1121,38,56,450,3441,488
