run number,detection_sick_people,security_measures,proportion_worker,proportion_retired,proportion_student,people,duration,lockdown_type,step,n_of_death,days,infected - deaths,Neg_student + Neg_retired + Neg_worker,total_infected
904,false,true,53,29,18,500,14,lockdown_retired,1141,39,57,436,3622.5,475
903,false,true,53,29,18,500,14,lockdown_retired,1141,33,57,450,3665.5,483
905,false,true,53,29,18,500,14,lockdown_retired,1421,46,71,436,4205,482
906,false,true,53,29,18,500,14,lockdown_retired,1141,36,57,451,3436,487
907,false,true,53,29,18,500,14,lockdown_retired,1101,45,55,434,3236.5,479
897,false,false,53,29,18,500,14,all,3641,18,182,257,69926.5,275
908,false,true,53,29,18,500,14,lockdown_retired,1041,36,52,444,3265,480
909,false,true,53,29,18,500,14,lockdown_retired,1141,51,57,431,3497.5,482
912,false,true,53,29,18,500,14,lockdown_retired,1161,39,58,452,3497.5,491
910,false,true,53,29,18,500,14,lockdown_retired,1301,35,65,449,3821,484
914,false,true,53,29,18,500,14,lockdown_retired,1241,36,62,453,3636,489
911,false,true,53,29,18,500,14,lockdown_retired,1281,34,64,450,3991.5,484
913,false,true,53,29,18,500,14,lockdown_retired,1161,35,58,447,3648.5,482
916,false,true,53,29,18,500,14,lockdown_retired,1161,41,58,447,3630,488
915,false,true,53,29,18,500,14,lockdown_retired,1521,32,76,459,4336,491
918,false,true,53,29,18,500,14,lockdown_retired,1021,36,51,451,3173.5,487
917,false,true,53,29,18,500,14,lockdown_retired,1221,31,61,453,3930,484
919,false,true,53,29,18,500,14,lockdown_retired,1341,43,67,441,3949.5,484
920,false,true,53,29,18,500,14,lockdown_retired,1101,42,55,445,3452.5,487
921,false,true,53,29,18,500,14,lockdown_retired,1221,37,61,440,3852.5,477
924,false,true,53,29,18,500,14,lockdown_retired,1261,41,63,435,3920.5,476
922,false,true,53,29,18,500,14,lockdown_retired,1401,43,70,443,4102.5,486
923,false,true,53,29,18,500,14,lockdown_retired,1081,30,54,448,3610,478
927,false,true,53,29,18,500,14,lockdown_retired,1141,40,57,445,3492,485
926,false,true,53,29,18,500,14,lockdown_retired,1341,36,67,442,4140,478
925,false,true,53,29,18,500,14,lockdown_retired,1441,33,72,457,4320,490
929,false,true,53,29,18,500,14,lockdown_retired,1301,35,65,448,3985,483
928,false,true,53,29,18,500,14,lockdown_retired,1321,33,66,447,4037.5,480
930,false,true,53,29,18,500,14,lockdown_retired,1061,43,53,442,3238.5,485
931,false,true,53,29,18,500,14,lockdown_retired,1121,31,56,455,3490.5,486
932,false,true,53,29,18,500,14,lockdown_retired,1401,43,70,435,3831,478
933,false,true,53,29,18,500,14,lockdown_retired,1081,36,54,451,3445.5,487
935,false,true,53,29,18,500,14,lockdown_retired,1161,41,58,439,3517.5,480
934,false,true,53,29,18,500,14,lockdown_retired,1401,36,70,440,4330.5,476
936,false,true,53,29,18,500,14,lockdown_retired,1141,36,57,452,3673.5,488
937,false,true,53,29,18,500,14,lockdown_retired,1281,41,64,438,3641.5,479
938,false,true,53,29,18,500,14,lockdown_retired,1161,35,58,449,3684.5,484
939,false,true,53,29,18,500,14,lockdown_retired,1401,37,70,441,4291,478
940,false,true,53,29,18,500,14,lockdown_retired,1221,40,61,440,3661.5,480
942,false,true,53,29,18,500,14,lockdown_retired,1161,43,58,443,3342,486
941,false,true,53,29,18,500,14,lockdown_retired,1301,36,65,449,3864.5,485
943,false,true,53,29,18,500,14,lockdown_retired,1161,37,58,446,3624.5,483
944,false,true,53,29,18,500,14,lockdown_retired,1141,37,57,443,3585,480
945,false,true,53,29,18,500,14,lockdown_retired,1221,30,61,449,4024.5,479
947,false,true,53,29,18,500,14,lockdown_retired,1201,28,60,451,3779.5,479
946,false,true,53,29,18,500,14,lockdown_retired,1241,39,62,450,3788.5,489
949,false,true,53,29,18,500,14,lockdown_retired,1341,35,67,437,3902,472
948,false,true,53,29,18,500,14,lockdown_retired,1301,41,65,444,3659,485
951,false,true,53,29,18,500,14,lockdown_student,1101,35,55,447,3442.5,482
952,false,true,53,29,18,500,14,lockdown_student,1321,31,66,450,4320,481
950,false,true,53,29,18,500,14,lockdown_retired,1641,37,82,450,5073.5,487
953,false,true,53,29,18,500,14,lockdown_student,1101,46,55,441,3577.5,487
954,false,true,53,29,18,500,14,lockdown_student,1061,31,53,448,3375,479
955,false,true,53,29,18,500,14,lockdown_student,1201,38,60,444,3982.5,482
956,false,true,53,29,18,500,14,lockdown_student,1201,40,60,443,3780,483
957,false,true,53,29,18,500,14,lockdown_student,1101,42,55,436,3645,478
959,false,true,53,29,18,500,14,lockdown_student,1101,29,55,458,3577.5,487
958,false,true,53,29,18,500,14,lockdown_student,1241,33,62,447,4050,480
960,false,true,53,29,18,500,14,lockdown_student,1281,40,64,445,4117.5,485
963,false,true,53,29,18,500,14,lockdown_student,1201,44,60,439,3982.5,483
962,false,true,53,29,18,500,14,lockdown_student,1221,40,61,445,3577.5,485
961,false,true,53,29,18,500,14,lockdown_student,1281,52,64,433,4050,485
965,false,true,53,29,18,500,14,lockdown_student,1161,44,58,445,3847.5,489
964,false,true,53,29,18,500,14,lockdown_student,1401,47,70,431,4387.5,478
966,false,true,53,29,18,500,14,lockdown_student,1161,46,58,435,3915,481
967,false,true,53,29,18,500,14,lockdown_student,1141,46,57,431,3577.5,477
971,false,true,53,29,18,500,14,lockdown_student,1241,42,62,444,3915,486
969,false,true,53,29,18,500,14,lockdown_student,1161,36,58,450,3780,486
970,false,true,53,29,18,500,14,lockdown_student,1241,38,62,437,3915,475
968,false,true,53,29,18,500,14,lockdown_student,1341,44,67,437,4320,481
972,false,true,53,29,18,500,14,lockdown_student,1081,39,54,433,3577.5,472
973,false,true,53,29,18,500,14,lockdown_student,1501,26,75,458,4725,484
974,false,true,53,29,18,500,14,lockdown_student,1281,36,64,448,4185,484
975,false,true,53,29,18,500,14,lockdown_student,1361,34,68,445,4252.5,479
977,false,true,53,29,18,500,14,lockdown_student,1201,46,60,438,3915,484
976,false,true,53,29,18,500,14,lockdown_student,1221,39,61,448,3915,487
978,false,true,53,29,18,500,14,lockdown_student,1301,41,65,434,4252.5,475
980,false,true,53,29,18,500,14,lockdown_student,1241,46,62,441,4117.5,487
982,false,true,53,29,18,500,14,lockdown_student,1101,49,55,425,3645,474
979,false,true,53,29,18,500,14,lockdown_student,1201,36,60,450,3982.5,486
981,false,true,53,29,18,500,14,lockdown_student,1121,36,56,450,3645,486
984,false,true,53,29,18,500,14,lockdown_student,1181,47,59,432,3712.5,479
983,false,true,53,29,18,500,14,lockdown_student,1161,39,58,442,3847.5,481
986,false,true,53,29,18,500,14,lockdown_student,1141,34,57,453,3645,487
985,false,true,53,29,18,500,14,lockdown_student,1481,37,74,453,4860,490
987,false,true,53,29,18,500,14,lockdown_student,1421,40,71,446,3915,486
990,false,true,53,29,18,500,14,lockdown_student,1081,33,54,451,3375,484
991,false,true,53,29,18,500,14,lockdown_student,1141,41,57,441,3645,482
989,false,true,53,29,18,500,14,lockdown_student,1441,37,72,449,4387.5,486
988,false,true,53,29,18,500,14,lockdown_student,1521,37,76,440,4050,477
992,false,true,53,29,18,500,14,lockdown_student,1381,44,69,433,4455,477
994,false,true,53,29,18,500,14,lockdown_student,1181,44,59,440,3944.25,484
993,false,true,53,29,18,500,14,lockdown_student,1201,43,60,447,3780,490
995,false,true,53,29,18,500,14,lockdown_student,1601,44,80,441,5332.5,485
996,false,true,53,29,18,500,14,lockdown_student,1161,35,58,448,3780,483
998,false,true,53,29,18,500,14,lockdown_student,1081,41,54,442,3577.5,483
997,false,true,53,29,18,500,14,lockdown_student,1261,41,63,447,4185,488
1001,false,true,53,29,18,500,14,none,1061,35,53,454,0,489
1000,false,true,53,29,18,500,14,lockdown_student,1201,42,60,437,3780,479
1002,false,true,53,29,18,500,14,none,1041,41,52,444,0,485
1004,false,true,53,29,18,500,14,none,1101,38,55,444,0,482
999,false,true,53,29,18,500,14,lockdown_student,1661,36,83,455,5062.5,491
1003,false,true,53,29,18,500,14,none,1381,32,69,445,0,477
1005,false,true,53,29,18,500,14,none,1201,43,60,445,0,488
1007,false,true,53,29,18,500,14,none,1301,40,65,448,0,488
1008,false,true,53,29,18,500,14,none,1201,44,60,439,0,483
1006,false,true,53,29,18,500,14,none,1301,49,65,435,0,484
1009,false,true,53,29,18,500,14,none,1481,35,74,451,0,486
1010,false,true,53,29,18,500,14,none,1521,43,76,450,0,493
1011,false,true,53,29,18,500,14,none,1221,38,61,443,0,481
1012,false,true,53,29,18,500,14,none,1361,57,68,423,0,480
1013,false,true,53,29,18,500,14,none,1221,42,61,441,0,483
1014,false,true,53,29,18,500,14,none,1361,32,68,449,0,481
1015,false,true,53,29,18,500,14,none,1081,36,54,455,0,491
1018,false,true,53,29,18,500,14,none,1141,44,57,445,0,489
1016,false,true,53,29,18,500,14,none,1281,34,64,446,0,480
1017,false,true,53,29,18,500,14,none,1441,40,72,447,0,487
1020,false,true,53,29,18,500,14,none,1061,29,53,443,0,472
1019,false,true,53,29,18,500,14,none,1481,51,74,425,0,476
1021,false,true,53,29,18,500,14,none,1701,35,85,448,0,483
1022,false,true,53,29,18,500,14,none,1261,38,63,444,0,482
1023,false,true,53,29,18,500,14,none,1601,29,80,456,0,485
1026,false,true,53,29,18,500,14,none,1001,40,50,449,0,489
1028,false,true,53,29,18,500,14,none,1121,33,56,451,0,484
1027,false,true,53,29,18,500,14,none,1181,37,59,450,0,487
1024,false,true,53,29,18,500,14,none,1301,31,65,458,0,489
1025,false,true,53,29,18,500,14,none,1481,35,74,448,0,483
1030,false,true,53,29,18,500,14,none,1061,37,53,445,0,482
1031,false,true,53,29,18,500,14,none,1201,43,60,432,0,475
1032,false,true,53,29,18,500,14,none,1121,36,56,448,0,484
1029,false,true,53,29,18,500,14,none,1701,43,85,440,0,483
1033,false,true,53,29,18,500,14,none,1281,35,64,439,0,474
1035,false,true,53,29,18,500,14,none,1201,46,60,433,0,479
1034,false,true,53,29,18,500,14,none,1321,39,66,446,0,485
1036,false,true,53,29,18,500,14,none,1181,38,59,453,0,491
1037,false,true,53,29,18,500,14,none,1321,33,66,446,0,479
1040,false,true,53,29,18,500,14,none,1121,38,56,442,0,480
1042,false,true,53,29,18,500,14,none,961,42,48,442,0,484
1038,false,true,53,29,18,500,14,none,1361,32,68,452,0,484
1039,false,true,53,29,18,500,14,none,1441,42,72,442,0,484
1044,false,true,53,29,18,500,14,none,1121,36,56,452,0,488
1041,false,true,53,29,18,500,14,none,1661,34,83,451,0,485
1043,false,true,53,29,18,500,14,none,1401,33,70,456,0,489
1045,false,true,53,29,18,500,14,none,1221,39,61,445,0,484
1046,false,true,53,29,18,500,14,none,1161,42,58,440,0,482
1047,false,true,53,29,18,500,14,none,1381,43,69,438,0,481
1048,false,true,53,29,18,500,14,none,1501,32,75,459,0,491
1049,false,true,53,29,18,500,14,none,1521,44,76,439,0,483
1050,false,true,53,29,18,500,14,none,1301,42,65,445,0,487
1052,false,true,53,29,18,500,14,lockdown_retired+student,1181,29,59,445,7501,474
1053,false,true,53,29,18,500,14,lockdown_retired+student,1501,39,75,426,9588.5,465
1055,false,true,53,29,18,500,14,lockdown_retired+student,1241,45,62,429,7756,474
1051,false,true,53,29,18,500,14,lockdown_retired+student,1701,44,85,433,10278,477
1057,false,true,53,29,18,500,14,lockdown_retired+student,1201,31,60,449,7522.5,480
1056,false,true,53,29,18,500,14,lockdown_retired+student,1241,42,62,429,7715.5,471
1054,false,true,53,29,18,500,14,lockdown_retired+student,1401,42,70,434,8886.5,476
1058,false,true,53,29,18,500,14,lockdown_retired+student,1881,36,94,450,11762.5,486
1059,false,true,53,29,18,500,14,lockdown_retired+student,1201,37,60,439,7702.5,476
1060,false,true,53,29,18,500,14,lockdown_retired+student,1281,39,64,438,8343,477
1061,false,true,53,29,18,500,14,lockdown_retired+student,1541,37,77,436,9653,473
1062,false,true,53,29,18,500,14,lockdown_retired+student,1301,49,65,420,8091.5,469
1063,false,true,53,29,18,500,14,lockdown_retired+student,1261,34,63,444,8021.5,478
1067,false,true,53,29,18,500,14,lockdown_retired+student,1401,36,70,436,9010,472
1066,false,true,53,29,18,500,14,lockdown_retired+student,1181,35,59,436,7618,471
1065,false,true,53,29,18,500,14,lockdown_retired+student,1241,42,62,442,7948.5,484
1069,false,true,53,29,18,500,14,lockdown_retired+student,1161,41,58,437,7243.5,478
1064,false,true,53,29,18,500,14,lockdown_retired+student,1361,36,68,444,8768,480
1068,false,true,53,29,18,500,14,lockdown_retired+student,1401,39,70,425,8689,464
1072,false,true,53,29,18,500,14,lockdown_retired+student,1121,32,56,443,6947.5,475
1070,false,true,53,29,18,500,14,lockdown_retired+student,1321,29,66,449,7765,478
1071,false,true,53,29,18,500,14,lockdown_retired+student,1701,36,85,439,10621.5,475
1073,false,true,53,29,18,500,14,lockdown_retired+student,1461,38,73,441,9159.5,479
1074,false,true,53,29,18,500,14,lockdown_retired+student,1121,36,56,443,7365,479
1078,false,true,53,29,18,500,14,lockdown_retired+student,1161,40,58,444,7443,484
1076,false,true,53,29,18,500,14,lockdown_retired+student,1481,40,74,441,8100,481
1079,false,true,53,29,18,500,14,lockdown_retired+student,1121,44,56,427,7247,471
1080,false,true,53,29,18,500,14,lockdown_retired+student,1141,44,57,439,7091.5,483
1077,false,true,53,29,18,500,14,lockdown_retired+student,1301,38,65,450,8088.5,488
1075,false,true,53,29,18,500,14,lockdown_retired+student,1681,33,84,445,10395.5,478
1081,false,true,53,29,18,500,14,lockdown_retired+student,1361,36,68,444,8476.5,480
1083,false,true,53,29,18,500,14,lockdown_retired+student,1101,38,55,431,7058,469
1082,false,true,53,29,18,500,14,lockdown_retired+student,1441,41,72,433,8724.5,474
1084,false,true,53,29,18,500,14,lockdown_retired+student,1181,49,59,432,7399.5,481
1085,false,true,53,29,18,500,14,lockdown_retired+student,1421,42,71,433,8313,475
1086,false,true,53,29,18,500,14,lockdown_retired+student,1081,38,54,442,6797.5,480
1088,false,true,53,29,18,500,14,lockdown_retired+student,1201,52,60,425,7523,477
1087,false,true,53,29,18,500,14,lockdown_retired+student,1501,41,75,447,9087,488
1092,false,true,53,29,18,500,14,lockdown_retired+student,1221,33,61,439,7816.5,472
1089,false,true,53,29,18,500,14,lockdown_retired+student,1481,38,74,445,9376.5,483
1091,false,true,53,29,18,500,14,lockdown_retired+student,1401,36,70,435,9118,471
1093,false,true,53,29,18,500,14,lockdown_retired+student,1141,39,57,435,7302,474
1090,false,true,53,29,18,500,14,lockdown_retired+student,1441,31,72,444,9133.5,475
1094,false,true,53,29,18,500,14,lockdown_retired+student,1381,38,69,444,8823.5,482
1095,false,true,53,29,18,500,14,lockdown_retired+student,1141,44,57,432,7144,476
1097,false,true,53,29,18,500,14,lockdown_retired+student,1361,38,68,436,8840,474
1096,false,true,53,29,18,500,14,lockdown_retired+student,1601,32,80,444,9390.5,476
1099,false,true,53,29,18,500,14,lockdown_retired+student,1301,37,65,442,8308,479
1098,false,true,53,29,18,500,14,lockdown_retired+student,1701,40,85,441,10814,481
1100,false,true,53,29,18,500,14,lockdown_retired+student,1161,32,58,445,7762,477
1101,false,true,53,29,18,500,14,essential_activities,1281,40,64,394,16455,434
1103,false,true,53,29,18,500,14,essential_activities,1381,31,69,409,18029.5,440
1102,false,true,53,29,18,500,14,essential_activities,1521,40,76,400,18688.5,440
1107,false,true,53,29,18,500,14,essential_activities,1301,36,65,429,17006.5,465
1106,false,true,53,29,18,500,14,essential_activities,1661,34,83,431,21330,465
1105,false,true,53,29,18,500,14,essential_activities,1721,35,86,422,22370,457
1104,false,true,53,29,18,500,14,essential_activities,1981,49,99,397,25086.5,446
1108,false,true,53,29,18,500,14,essential_activities,1801,36,90,419,23024.5,455
1110,false,true,53,29,18,500,14,essential_activities,1741,34,87,420,22670,454
1109,false,true,53,29,18,500,14,essential_activities,1621,30,81,415,21362.5,445
1112,false,true,53,29,18,500,14,essential_activities,1421,38,71,418,18837,456
1111,false,true,53,29,18,500,14,essential_activities,1601,35,80,418,19887.5,453
1117,false,true,53,29,18,500,14,essential_activities,1341,41,67,431,16636.5,472
1113,false,true,53,29,18,500,14,essential_activities,1541,37,77,422,19814.5,459
1116,false,true,53,29,18,500,14,essential_activities,1561,30,78,417,19241,447
1114,false,true,53,29,18,500,14,essential_activities,1541,31,77,426,19646.5,457
1115,false,true,53,29,18,500,14,essential_activities,1501,36,75,422,19409,458
1118,false,true,53,29,18,500,14,essential_activities,1421,32,71,420,18044.5,452
1119,false,true,53,29,18,500,14,essential_activities,1401,29,70,427,18706.5,456
1120,false,true,53,29,18,500,14,essential_activities,1561,46,78,407,19881.5,453
1121,false,true,53,29,18,500,14,essential_activities,1541,34,77,407,19033,441
1122,false,true,53,29,18,500,14,essential_activities,1521,26,76,442,19503.5,468
1125,false,true,53,29,18,500,14,essential_activities,1521,37,76,417,19849.5,454
1124,false,true,53,29,18,500,14,essential_activities,1501,30,75,419,18652,449
1123,false,true,53,29,18,500,14,essential_activities,1701,38,85,400,22422.75,438
1127,false,true,53,29,18,500,14,essential_activities,1481,37,74,405,18784.25,442
1128,false,true,53,29,18,500,14,essential_activities,1301,28,65,418,16014.5,446
1126,false,true,53,29,18,500,14,essential_activities,1601,31,80,418,20149.5,449
1129,false,true,53,29,18,500,14,essential_activities,1681,35,84,421,22150.5,456
1131,false,true,53,29,18,500,14,essential_activities,1361,30,68,421,17972,451
1133,false,true,53,29,18,500,14,essential_activities,1321,37,66,413,16167.5,450
1132,false,true,53,29,18,500,14,essential_activities,1821,38,91,421,22994.5,459
1130,false,true,53,29,18,500,14,essential_activities,2701,36,135,421,35263.5,457
1134,false,true,53,29,18,500,14,essential_activities,1401,40,70,419,17951.5,459
1135,false,true,53,29,18,500,14,essential_activities,1501,29,75,421,19629,450
1138,false,true,53,29,18,500,14,essential_activities,1421,33,71,422,18104.5,455
1137,false,true,53,29,18,500,14,essential_activities,1541,40,77,398,19519,438
1136,false,true,53,29,18,500,14,essential_activities,1601,32,80,416,19834.5,448
1140,false,true,53,29,18,500,14,essential_activities,1561,40,78,413,20346,453
1139,false,true,53,29,18,500,14,essential_activities,1781,36,89,416,23153,452
1141,false,true,53,29,18,500,14,essential_activities,1561,33,78,416,19379.5,449
1142,false,true,53,29,18,500,14,essential_activities,1681,33,84,427,21048,460
1144,false,true,53,29,18,500,14,essential_activities,1421,34,71,409,18266,443
1143,false,true,53,29,18,500,14,essential_activities,1641,28,82,416,19266.5,444
1146,false,true,53,29,18,500,14,essential_activities,1341,34,67,414,17453.75,448
1152,false,true,53,29,18,500,14,all,1001,2,50,21,19818.5,23
1151,false,true,53,29,18,500,14,all,1061,3,53,25,21007.5,28
1147,false,true,53,29,18,500,14,essential_activities,1561,41,78,399,20285,440
1153,false,true,53,29,18,500,14,all,1181,0,59,23,21870,23
1145,false,true,53,29,18,500,14,essential_activities,1841,33,92,423,22797,456
1149,false,true,53,29,18,500,14,essential_activities,1401,35,70,412,18028.5,447
1148,false,true,53,29,18,500,14,essential_activities,1841,34,92,417,23884,451
1150,false,true,53,29,18,500,14,essential_activities,1521,35,76,414,19598,449
1159,false,true,53,29,18,500,14,all,1221,2,61,33,21036.5,35
1155,false,true,53,29,18,500,14,all,1981,2,99,50,39621.5,52
1165,false,true,53,29,18,500,14,all,841,1,42,32,14974.5,33
1161,false,true,53,29,18,500,14,all,1641,7,82,51,33016,58
1160,false,true,53,29,18,500,14,all,2161,5,108,47,43169,52
1163,false,true,53,29,18,500,14,all,1681,6,84,49,32246.5,55
1157,false,true,53,29,18,500,14,all,2321,10,116,52,45387.5,62
1164,false,true,53,29,18,500,14,all,1741,8,87,76,34670.5,84
1162,false,true,53,29,18,500,14,all,1861,10,93,81,36599.5,91
1154,false,true,53,29,18,500,14,all,3681,10,184,95,72680.5,105
1156,false,true,53,29,18,500,14,all,3941,10,197,136,78286,146
1168,false,true,53,29,18,500,14,all,1901,6,95,48,37105.5,54
1173,false,true,53,29,18,500,14,all,1581,6,79,60,31453.5,66
1174,false,true,53,29,18,500,14,all,1481,4,74,34,27880,38
1172,false,true,53,29,18,500,14,all,1901,8,95,88,37428.5,96
1167,false,true,53,29,18,500,14,all,3241,3,162,92,64200,95
1166,false,true,53,29,18,500,14,all,2861,8,143,99,56815,107
1158,false,true,53,29,18,500,14,all,4781,9,239,136,94998,145
1175,false,true,53,29,18,500,14,all,1881,2,94,90,37220,92
1176,false,true,53,29,18,500,14,all,1841,5,92,51,36705.5,56
1177,false,true,53,29,18,500,14,all,1441,2,72,41,28309,43
1170,false,true,53,29,18,500,14,all,3221,6,161,78,64120.5,84
1181,false,true,53,29,18,500,14,all,1261,4,63,27,24658,31
1182,false,true,53,29,18,500,14,all,1201,7,60,58,23787,65
1185,false,true,53,29,18,500,14,all,701,2,35,17,12536,19
1178,false,true,53,29,18,500,14,all,1861,8,93,86,36656.5,94
1171,false,true,53,29,18,500,14,all,3961,14,198,118,78524.5,132
1187,false,true,53,29,18,500,14,all,1301,4,65,30,25039,34
1179,false,true,53,29,18,500,14,all,2641,5,132,64,52778,69
1169,false,true,53,29,18,500,14,all,4641,8,232,94,90943,102
1188,false,true,53,29,18,500,14,all,1541,5,77,26,29509.5,31
1190,false,true,53,29,18,500,14,all,1381,4,69,50,25455,54
1184,false,true,53,29,18,500,14,all,2181,5,109,54,42763.5,59
1183,false,true,53,29,18,500,14,all,2221,2,111,51,42078.5,53
1186,false,true,53,29,18,500,14,all,2501,8,125,87,49915,95
1194,false,true,53,29,18,500,14,all,1061,3,53,20,20614.5,23
1192,false,true,53,29,18,500,14,all,1441,9,72,77,28552.5,86
1189,false,true,53,29,18,500,14,all,2161,5,108,35,41973.5,40
1191,false,true,53,29,18,500,14,all,2041,8,102,69,40232,77
1195,false,true,53,29,18,500,14,all,1241,8,62,67,24584,75
1180,false,true,53,29,18,500,14,all,4301,15,215,133,84706,148
1199,false,true,53,29,18,500,14,all,1261,2,63,30,24263,32
1197,false,true,53,29,18,500,14,all,1361,1,68,26,25920,27
1198,false,true,53,29,18,500,14,all,1441,2,72,34,28711.5,36
1196,false,true,53,29,18,500,14,all,2761,4,138,103,54905,107
1200,false,true,53,29,18,500,14,all,1481,4,74,50,29081,54
1193,false,true,53,29,18,500,14,all,3921,12,196,60,77812.5,72
