[run number],detection_sick_people,security_measures,proportion_retired,people,proportion_worker,infectious_rate,duration,lockdown_type,proportion_student,[step],n_of_death,days,count turtles with [color = gray],Neg_student + Neg_retired + Neg_worker,count turtles with [color = gray] + n_of_death
7,false,true,29,500,53,2,14,lockdown_retired,18,1121,12,56,469,3704.5,481
4,false,true,29,500,53,2,14,lockdown_retired,18,1181,4,59,474,4010,478
10,false,true,29,500,53,2,14,lockdown_retired,18,1241,9,62,483,4216.5,492
12,false,true,29,500,53,2,14,lockdown_retired,18,1281,13,64,466,4171.5,479
11,false,true,29,500,53,2,14,lockdown_retired,18,1241,10,62,473,4276.5,483
6,false,true,29,500,53,2,14,lockdown_retired,18,1421,18,71,457,4732.5,475
9,false,true,29,500,53,2,14,lockdown_retired,18,1341,16,67,472,4577,488
2,false,true,29,500,53,2,14,lockdown_retired,18,1221,9,61,478,4177,487
3,false,true,29,500,53,2,14,lockdown_retired,18,1401,11,70,476,4807,487
5,false,true,29,500,53,2,14,lockdown_retired,18,1381,21,69,465,4410.5,486
8,false,true,29,500,53,2,14,lockdown_retired,18,1421,7,71,480,4949.5,487
1,false,true,29,500,53,2,14,lockdown_retired,18,1461,15,73,459,4503,474
13,false,true,29,500,53,2,14,lockdown_retired,18,1261,12,63,470,4188,482
14,false,true,29,500,53,2,14,lockdown_retired,18,1341,14,67,467,4264,481
16,false,true,29,500,53,2,14,lockdown_retired,18,1241,11,62,473,4193,484
18,false,true,29,500,53,2,14,lockdown_retired,18,1121,9,56,481,3806.5,490
15,false,true,29,500,53,2,14,lockdown_retired,18,1381,21,69,457,4536,478
22,false,true,29,500,53,2,14,lockdown_retired,18,1021,8,51,475,3524,483
20,false,true,29,500,53,2,14,lockdown_retired,18,1081,13,54,477,3632.5,490
23,false,true,29,500,53,2,14,lockdown_retired,18,1141,8,57,471,3973.5,479
21,false,true,29,500,53,2,14,lockdown_retired,18,1281,8,64,469,4294.5,477
19,false,true,29,500,53,2,14,lockdown_retired,18,1401,12,70,466,4603.5,478
17,false,true,29,500,53,2,14,lockdown_retired,18,1341,11,67,473,4531.5,484
24,false,true,29,500,53,2,14,lockdown_retired,18,1181,13,59,468,3871,481
25,false,true,29,500,53,2,14,lockdown_retired,18,1161,12,58,473,4055,485
26,false,true,29,500,53,2,14,lockdown_retired,18,1401,8,70,469,4497,477
27,false,true,29,500,53,2,14,lockdown_retired,18,1281,9,64,468,4382,477
32,false,true,29,500,53,2,14,lockdown_student,18,1121,9,56,472,3780,481
28,false,true,29,500,53,2,14,lockdown_retired,18,1461,13,73,475,4736.5,488
34,false,true,29,500,53,2,14,lockdown_student,18,1201,12,60,468,3982.5,480
35,false,true,29,500,53,2,14,lockdown_student,18,1001,12,50,469,3307.5,481
29,false,true,29,500,53,2,14,lockdown_retired,18,1241,10,62,478,4276.5,488
30,false,true,29,500,53,2,14,lockdown_retired,18,1201,13,60,472,3904,485
33,false,true,29,500,53,2,14,lockdown_student,18,1361,7,68,478,4320,485
31,false,true,29,500,53,2,14,lockdown_student,18,1241,16,62,467,3780,483
36,false,true,29,500,53,2,14,lockdown_student,18,1081,17,54,469,3577.5,486
37,false,true,29,500,53,2,14,lockdown_student,18,1121,3,56,473,3645,476
38,false,true,29,500,53,2,14,lockdown_student,18,1081,8,54,467,3577.5,475
39,false,true,29,500,53,2,14,lockdown_student,18,1221,8,61,476,3712.5,484
40,false,true,29,500,53,2,14,lockdown_student,18,1061,17,53,472,3307.5,489
41,false,true,29,500,53,2,14,lockdown_student,18,1161,5,58,479,3915,484
42,false,true,29,500,53,2,14,lockdown_student,18,1181,11,59,468,3847.5,479
44,false,true,29,500,53,2,14,lockdown_student,18,1281,11,64,477,4050,488
48,false,true,29,500,53,2,14,lockdown_student,18,981,11,49,472,3240,483
46,false,true,29,500,53,2,14,lockdown_student,18,1281,3,64,489,4185,492
45,false,true,29,500,53,2,14,lockdown_student,18,1361,16,68,476,4387.5,492
47,false,true,29,500,53,2,14,lockdown_student,18,1261,12,63,473,4117.5,485
43,false,true,29,500,53,2,14,lockdown_student,18,1741,11,87,479,5602.5,490
49,false,true,29,500,53,2,14,lockdown_student,18,1201,14,60,470,3780,484
54,false,true,29,500,53,2,14,lockdown_student,18,1141,7,57,476,3780,483
52,false,true,29,500,53,2,14,lockdown_student,18,1261,9,63,475,4185,484
50,false,true,29,500,53,2,14,lockdown_student,18,1341,14,67,472,4252.5,486
51,false,true,29,500,53,2,14,lockdown_student,18,1461,22,73,467,4657.5,489
53,false,true,29,500,53,2,14,lockdown_student,18,1381,13,69,473,4455,486
55,false,true,29,500,53,2,14,lockdown_student,18,1181,9,59,470,3712.5,479
58,false,true,29,500,53,2,14,lockdown_student,18,1381,16,69,461,4252.5,477
59,false,true,29,500,53,2,14,lockdown_student,18,1301,15,65,467,4050,482
56,false,true,29,500,53,2,14,lockdown_student,18,1561,14,78,471,5062.5,485
57,false,true,29,500,53,2,14,lockdown_student,18,1461,13,73,467,4725,480
60,false,true,29,500,53,2,14,lockdown_student,18,1701,8,85,467,5535,475
61,false,true,29,500,53,2,14,none,18,1161,12,58,462,0,474
62,false,true,29,500,53,2,14,none,18,1081,18,54,472,0,490
63,false,true,29,500,53,2,14,none,18,1081,12,54,473,0,485
64,false,true,29,500,53,2,14,none,18,1041,13,52,473,0,486
66,false,true,29,500,53,2,14,none,18,1161,16,58,468,0,484
65,false,true,29,500,53,2,14,none,18,1521,11,76,471,0,482
67,false,true,29,500,53,2,14,none,18,1201,14,60,463,0,477
70,false,true,29,500,53,2,14,none,18,1241,17,62,467,0,484
69,false,true,29,500,53,2,14,none,18,1221,12,61,472,0,484
71,false,true,29,500,53,2,14,none,18,1181,9,59,468,0,477
72,false,true,29,500,53,2,14,none,18,1321,16,66,473,0,489
68,false,true,29,500,53,2,14,none,18,1721,11,86,469,0,480
73,false,true,29,500,53,2,14,none,18,1341,13,67,472,0,485
77,false,true,29,500,53,2,14,none,18,1301,12,65,474,0,486
78,false,true,29,500,53,2,14,none,18,1121,13,56,471,0,484
76,false,true,29,500,53,2,14,none,18,1221,17,61,467,0,484
74,false,true,29,500,53,2,14,none,18,1801,12,90,464,0,476
75,false,true,29,500,53,2,14,none,18,1761,16,88,468,0,484
79,false,true,29,500,53,2,14,none,18,1141,12,57,463,0,475
80,false,true,29,500,53,2,14,none,18,1181,16,59,471,0,487
83,false,true,29,500,53,2,14,none,18,1181,9,59,480,0,489
81,false,true,29,500,53,2,14,none,18,1241,12,62,473,0,485
82,false,true,29,500,53,2,14,none,18,1361,13,68,471,0,484
85,false,true,29,500,53,2,14,none,18,1381,20,69,457,0,477
84,false,true,29,500,53,2,14,none,18,1541,10,77,474,0,484
89,false,true,29,500,53,2,14,none,18,1301,14,65,464,0,478
86,false,true,29,500,53,2,14,none,18,1341,11,67,476,0,487
87,false,true,29,500,53,2,14,none,18,1561,7,78,470,0,477
91,false,true,29,500,53,2,14,lockdown_retired+student,18,1201,12,60,466,7688.5,478
90,false,true,29,500,53,2,14,none,18,1401,10,70,470,0,480
88,false,true,29,500,53,2,14,none,18,1501,12,75,473,0,485
93,false,true,29,500,53,2,14,lockdown_retired+student,18,1301,12,65,467,8507.5,479
94,false,true,29,500,53,2,14,lockdown_retired+student,18,1121,10,56,461,7424,471
92,false,true,29,500,53,2,14,lockdown_retired+student,18,1401,14,70,470,9424,484
96,false,true,29,500,53,2,14,lockdown_retired+student,18,1201,11,60,469,7701.5,480
98,false,true,29,500,53,2,14,lockdown_retired+student,18,1181,11,59,472,7970.5,483
95,false,true,29,500,53,2,14,lockdown_retired+student,18,1581,16,79,457,10427.5,473
99,false,true,29,500,53,2,14,lockdown_retired+student,18,1141,9,57,468,7757,477
97,false,true,29,500,53,2,14,lockdown_retired+student,18,1261,14,63,463,7933.5,477
100,false,true,29,500,53,2,14,lockdown_retired+student,18,1161,11,58,469,7711,480
101,false,true,29,500,53,2,14,lockdown_retired+student,18,1201,14,60,466,7821.5,480
102,false,true,29,500,53,2,14,lockdown_retired+student,18,1361,9,68,466,9224.5,475
103,false,true,29,500,53,2,14,lockdown_retired+student,18,1161,9,58,467,7849.5,476
104,false,true,29,500,53,2,14,lockdown_retired+student,18,1221,17,61,467,7780.5,484
106,false,true,29,500,53,2,14,lockdown_retired+student,18,1221,13,61,465,8086.5,478
107,false,true,29,500,53,2,14,lockdown_retired+student,18,1501,11,75,472,10133.5,483
105,false,true,29,500,53,2,14,lockdown_retired+student,18,1401,13,70,463,9568.5,476
108,false,true,29,500,53,2,14,lockdown_retired+student,18,1361,14,68,467,8851.5,481
109,false,true,29,500,53,2,14,lockdown_retired+student,18,1241,16,62,453,8059.5,469
112,false,true,29,500,53,2,14,lockdown_retired+student,18,1361,13,68,450,9047.5,463
111,false,true,29,500,53,2,14,lockdown_retired+student,18,1261,14,63,460,7843,474
110,false,true,29,500,53,2,14,lockdown_retired+student,18,1521,10,76,470,10011.5,480
113,false,true,29,500,53,2,14,lockdown_retired+student,18,1121,7,56,475,7609.5,482
114,false,true,29,500,53,2,14,lockdown_retired+student,18,1401,10,70,471,9494,481
116,false,true,29,500,53,2,14,lockdown_retired+student,18,1041,10,52,460,7178.5,470
115,false,true,29,500,53,2,14,lockdown_retired+student,18,1661,17,83,463,10257,480
119,false,true,29,500,53,2,14,lockdown_retired+student,18,1121,17,56,460,6812,477
118,false,true,29,500,53,2,14,lockdown_retired+student,18,1441,11,72,467,9473,478
117,false,true,29,500,53,2,14,lockdown_retired+student,18,1361,12,68,463,8758,475
120,false,true,29,500,53,2,14,lockdown_retired+student,18,1141,13,57,466,7562.5,479
125,false,true,29,500,53,2,14,essential_activities,18,1261,10,63,451,16758.5,461
122,false,true,29,500,53,2,14,essential_activities,18,1721,10,86,439,22679.5,449
121,false,true,29,500,53,2,14,essential_activities,18,1501,13,75,440,20236,453
124,false,true,29,500,53,2,14,essential_activities,18,1481,13,74,451,19684.5,464
123,false,true,29,500,53,2,14,essential_activities,18,1781,11,89,446,22703.5,457
126,false,true,29,500,53,2,14,essential_activities,18,2061,12,103,442,26933,454
127,false,true,29,500,53,2,14,essential_activities,18,1901,11,95,448,25160.5,459
128,false,true,29,500,53,2,14,essential_activities,18,1861,7,93,452,24666,459
129,false,true,29,500,53,2,14,essential_activities,18,1481,10,74,445,18441.5,455
130,false,true,29,500,53,2,14,essential_activities,18,1761,10,88,440,23244,450
132,false,true,29,500,53,2,14,essential_activities,18,1521,7,76,451,20086,458
131,false,true,29,500,53,2,14,essential_activities,18,1861,11,93,448,24550,459
133,false,true,29,500,53,2,14,essential_activities,18,1701,3,85,452,22575,455
134,false,true,29,500,53,2,14,essential_activities,18,1721,7,86,441,23079.5,448
136,false,true,29,500,53,2,14,essential_activities,18,1521,10,76,437,20301,447
137,false,true,29,500,53,2,14,essential_activities,18,1641,10,82,439,21883.5,449
139,false,true,29,500,53,2,14,essential_activities,18,1381,9,69,438,17614,447
135,false,true,29,500,53,2,14,essential_activities,18,1921,9,96,455,24859,464
138,false,true,29,500,53,2,14,essential_activities,18,1581,11,79,439,20532.5,450
140,false,true,29,500,53,2,14,essential_activities,18,1321,8,66,455,17359.5,463
142,false,true,29,500,53,2,14,essential_activities,18,1401,13,70,441,18096.5,454
143,false,true,29,500,53,2,14,essential_activities,18,1401,11,70,436,18124,447
145,false,true,29,500,53,2,14,essential_activities,18,1221,7,61,454,16298,461
144,false,true,29,500,53,2,14,essential_activities,18,1641,9,82,440,21139,449
141,false,true,29,500,53,2,14,essential_activities,18,2101,9,105,449,27896.5,458
152,false,true,29,500,53,2,14,all,18,1001,3,50,58,19015.5,61
147,false,true,29,500,53,2,14,essential_activities,18,1221,11,61,455,15997,466
146,false,true,29,500,53,2,14,essential_activities,18,2141,7,107,453,28448.5,460
149,false,true,29,500,53,2,14,essential_activities,18,1581,14,79,420,19957,434
148,false,true,29,500,53,2,14,essential_activities,18,1461,9,73,452,19511,461
153,false,true,29,500,53,2,14,all,18,1681,3,84,77,33535,80
150,false,true,29,500,53,2,14,essential_activities,18,1981,10,99,450,26414.5,460
154,false,true,29,500,53,2,14,all,18,1741,0,87,71,34425,71
155,false,true,29,500,53,2,14,all,18,1781,2,89,49,36018,51
162,false,true,29,500,53,2,14,all,18,1201,0,60,49,23895,49
157,false,true,29,500,53,2,14,all,18,1781,3,89,80,35189,83
158,false,true,29,500,53,2,14,all,18,2221,2,111,55,44097.5,57
159,false,true,29,500,53,2,14,all,18,2421,0,121,69,47790,69
163,false,true,29,500,53,2,14,all,18,1921,3,96,57,35587,60
168,false,true,29,500,53,2,14,all,18,1041,0,52,26,20655,26
169,false,true,29,500,53,2,14,all,18,721,1,36,22,13765,23
165,false,true,29,500,53,2,14,all,18,1741,1,87,56,33182,57
166,false,true,29,500,53,2,14,all,18,1861,0,93,64,37260,64
151,false,true,29,500,53,2,14,all,18,4841,3,242,107,97356,110
156,false,true,29,500,53,2,14,all,18,3681,3,184,85,73179,88
172,false,true,29,500,53,2,14,all,18,601,1,30,9,11340,10
164,false,true,29,500,53,2,14,all,18,2421,3,121,84,47724.5,87
161,false,true,29,500,53,2,14,all,18,3221,5,161,111,62161,116
167,false,true,29,500,53,2,14,all,18,2021,0,101,46,40500,46
174,false,true,29,500,53,2,14,all,18,1121,0,56,32,22680,32
178,false,true,29,500,53,2,14,all,18,741,0,37,18,13770,18
176,false,true,29,500,53,2,14,all,18,1401,0,70,62,27945,62
171,false,true,29,500,53,2,14,all,18,2001,1,100,77,38868,78
173,false,true,29,500,53,2,14,all,18,1841,2,92,59,36805,61
170,false,true,29,500,53,2,14,all,18,2321,1,116,64,46562,65
160,false,true,29,500,53,2,14,all,18,5041,4,252,145,100685.5,149
179,false,true,29,500,53,2,14,all,18,1681,2,84,81,33145.5,83
177,false,true,29,500,53,2,14,all,18,2521,0,126,62,50625,62
175,false,true,29,500,53,2,14,all,18,4181,3,209,138,84106,141
180,false,true,29,500,53,2,14,all,18,4081,5,204,129,81988,134
